Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
14989,297,16,277.1,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
14990,248,42,200.77,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
14991,66,17,233.9,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
14992,78,27,210.5,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
14993,199,10,36.13,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
14994,18,302,867.43,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
14996,117,37,366.33,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
14997,291,10,187.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
14998,64,44,223.91,3,3,2,Need Attention,Use personalized outreach and surveys.,3
14999,228,8,116.73,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15001,30,48,158.36,4,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15002,3,242,2822.12,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15003,109,341,953.0,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15005,2,1274,6932.8,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15006,89,57,227.25,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,3
15011,31,19,375.8,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15012,9,120,359.12,5,5,2,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15013,123,342,1431.1,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15015,137,282,1931.87,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
15016,29,86,424.81,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15018,3,3,45.3,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15020,15,28,203.42,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15021,2,242,820.8100000000001,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15022,313,17,117.85000000000001,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15023,5,411,4128.53,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15024,3,204,2108.97,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15025,204,69,560.78,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15026,11,78,577.66,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15027,36,38,874.51,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15028,4,67,487.32,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15029,255,8,208.2,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15030,16,16,709.9300000000001,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15031,30,281,2106.69,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15032,2,32,329.3,5,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15034,22,341,2898.04,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15037,12,44,370.01,5,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15038,5,148,540.67,5,5,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15039,4,1201,13866.79,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15040,177,1,7.49,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15041,80,40,113.67,2,3,1,At Risk,Launch win-back campaigns and offer special discounts.,3
15043,109,38,323.2,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
15044,15,430,7330.76,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15046,61,182,1773.01,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15048,4,23,98.7,5,2,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15050,57,56,1118.31,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15051,15,132,1822.1,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15055,110,81,474.07,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15056,156,6,123.5,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15057,79,39,1298.64,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
15058,12,77,1096.09,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15059,12,342,1972.98,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15061,3,103,4638.96,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15062,59,99,1521.51,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15064,46,72,1054.2,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15065,46,8,115.03,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15067,49,77,1477.18,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15068,54,111,505.84,3,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15070,227,29,574.1,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
15071,22,23,398.24,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15072,115,12,181.22,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15073,36,91,1432.81,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15074,65,26,551.3,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15076,158,25,472.53999999999996,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15077,130,23,962.88,2,2,4,Hibernating,Re-engage with reminder emails and promotions.,0
15078,4,335,7263.21,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15079,1,86,1742.89,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15080,63,31,546.25,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15081,3,64,1158.02,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15082,304,6,93.35,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15084,15,13,277.65,5,1,2,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15085,365,9,347.54,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15086,200,11,218.53,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15091,310,26,484.3,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
15092,98,17,278.85,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15093,8,157,4673.57,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15094,99,5,83.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15095,56,64,1142.05,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15097,219,38,293.57,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
15100,23,10,266.7,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
15101,151,46,843.99,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15102,166,24,492.21000000000004,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15105,66,47,754.22,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15107,8,22,416.55,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15109,215,19,458.35,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15110,39,15,300.35,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15111,8,62,1065.49,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15112,247,6,150.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15114,19,30,518.04,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15115,368,14,191.74,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15117,84,48,715.75,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15122,58,138,2676.49,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15123,57,60,1370.26,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15124,112,12,206.65,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15125,115,85,3455.66,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
15126,172,24,415.59,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15127,155,11,265.02,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15128,66,20,271.88,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15129,21,110,2749.93,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15131,30,6,69.84,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15133,18,18,620.48,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15134,17,11,184.89999999999998,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15135,192,10,149.68,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15137,156,28,559.64,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15138,29,28,424.43,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15140,78,30,738.64,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
15141,93,73,1220.61,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
15142,46,103,1843.94,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15143,68,15,226.13,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15144,15,111,4270.81,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15149,213,36,604.36,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15150,92,218,3441.36,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
15151,59,48,1239.31,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15152,337,29,518.14,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
15154,114,96,944.29,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15155,19,21,324.27,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15157,205,17,348.64,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15158,37,3,39.620000000000005,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15159,31,84,2454.46,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15160,10,19,431.11,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15161,24,33,119.92,4,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15162,367,11,247.2,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15164,25,255,1183.27,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15165,9,25,443.3,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15166,103,11,154.41,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15167,43,249,1078.57,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15169,18,57,502.92,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15170,42,4,81.15,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15173,16,80,1417.26,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15174,46,22,330.59,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15176,303,50,908.14,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
15177,61,20,548.15,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15179,28,177,3595.15,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15180,3,48,758.85,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15181,56,2,168.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15182,21,85,1808.012,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15183,183,38,639.93,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15184,23,19,240.35,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15186,110,27,709.97,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15188,361,21,254.32999999999998,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15189,17,20,343.37,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15190,70,32,634.83,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15191,99,34,566.55,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15192,1,52,869.81,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15194,4,150,3583.82,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15196,68,43,316.25,3,3,2,Need Attention,Use personalized outreach and surveys.,3
15197,30,21,407.36,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15198,44,17,210.61,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15199,10,35,1465.95,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15200,130,28,507.25,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15201,75,29,565.67,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
15203,26,199,2544.54,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15207,52,22,482.32,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15208,59,6,100.4,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15209,366,11,161.07999999999998,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15210,14,38,588.1899999999999,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15211,1,19,309.97,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15212,12,4,66.68,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15215,29,72,1295.19,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15216,254,20,339.69,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15217,199,28,426.24,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15218,25,214,3892.52,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15219,284,16,339.9,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15221,2,19,1190.0,5,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15222,108,107,1881.03,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
15223,245,13,585.7,1,1,3,Hibernating,Re-engage with reminder emails and promotions.,2
15224,148,19,433.48,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15227,32,57,1133.04,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15228,64,99,1929.1,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15229,222,9,160.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15231,257,13,230.1,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15233,37,1,59.4,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15235,5,43,656.4,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15240,10,127,2178.94,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15241,66,67,1082.52,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15242,58,1,47.4,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15243,71,35,555.59,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15244,302,12,178.66,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15245,38,50,1176.18,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15246,191,18,266.25,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15247,113,5,197.36,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15248,47,99,1759.02,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15249,66,141,2313.24,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15250,276,3,60.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15251,50,41,3007.64,3,3,5,Need Attention,Use personalized outreach and surveys.,3
15252,57,66,1029.92,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15253,39,59,1075.49,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15254,182,44,693.39,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15255,36,125,2117.85,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15256,197,4,71.95,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15257,50,4,78.75,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15259,148,48,715.6,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15260,8,286,5744.52,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15261,17,67,1161.73,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15262,16,15,227.12,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15264,166,31,443.71,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15265,240,108,1786.97,1,4,5,At Risk,Launch win-back campaigns and offer special discounts.,2
15266,15,33,499.01,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15268,114,16,373.5,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15269,16,31,731.91,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15270,36,106,3956.92,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15271,1,337,1982.12,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15272,86,230,1005.49,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
15276,30,135,478.37,4,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15277,61,14,220.44,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15278,197,26,404.36,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15279,16,65,1044.68,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15280,124,41,213.25,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
15281,14,342,5219.39,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15282,206,26,329.09,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15283,123,8,114.43,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15284,136,1,24.75,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15285,43,5,79.8,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15287,15,13,212.34,5,1,2,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15288,1,85,1026.31,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15289,94,36,571.9499999999999,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15290,29,67,1559.66,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15291,17,103,4920.5,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15293,301,19,247.5,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
15294,46,14,215.45000000000002,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15295,290,53,217.24,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
15296,56,310,5260.84,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15298,2,242,4474.95,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15301,4,127,2312.7599999999998,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15302,366,12,264.2,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
15303,201,31,520.71,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15304,4,3,50.25,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15305,191,5,93.6,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15306,136,88,1334.5,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15309,246,53,785.21,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
15310,114,33,965.6,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15311,1,1713,25961.97,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15312,19,109,1862.44,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15314,49,24,355.03,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15317,313,5,129.75,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15321,73,199,3552.5299999999997,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
15322,112,33,517.07,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15323,198,26,407.75,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15324,337,8,140.22,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15325,31,171,1377.22,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15326,245,94,1285.46,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
15328,43,7,83.53999999999999,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15329,10,86,1501.43,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15331,135,36,583.79,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15332,5,143,4253.08,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15336,37,13,216.8,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15337,47,18,307.72,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15338,313,59,270.68,1,4,2,At Risk,Launch win-back campaigns and offer special discounts.,2
15339,57,123,843.32,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15340,197,7,105.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15341,85,1,31.2,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
15346,61,20,343.7,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15347,2,30,687.85,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15350,9,30,547.6,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15351,5,140,1589.71,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15352,184,34,79.5,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,0
15353,3,308,2034.18,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15356,4,235,688.5,5,5,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15358,1,552,7889.33,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15359,298,16,181.35,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
15361,171,2,190.2,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15362,84,33,476.61,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15363,8,34,658.21,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15365,39,97,2022.76,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15366,45,83,1361.09,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15367,54,174,2980.19,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15368,30,3,65.8,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15369,128,17,708.8,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15370,46,46,1196.76,3,3,4,Need Attention,Use personalized outreach and surveys.,3
15371,298,1,59.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15372,91,9,942.96,2,1,4,Hibernating,Re-engage with reminder emails and promotions.,3
15373,7,59,599.28,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15374,260,4,53.28,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15375,326,5,47.04,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15377,18,18,862.0500000000001,4,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15378,98,12,246.5,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15379,36,65,1065.4,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15380,185,8,302.66,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15381,59,9,439.74,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
15382,10,306,7247.58,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15384,17,71,1255.18,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15385,28,6,100.8,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
15387,128,19,450.75,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
15390,32,77,1216.66,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15391,220,10,200.8,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15392,10,53,1062.06,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15393,203,30,621.23,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15394,31,120,2463.84,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15400,127,10,238.54999999999998,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
15401,88,11,168.75,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
15402,23,79,912.89,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15403,127,1,20.4,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15404,11,13,203.68,5,1,2,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
15405,212,20,279.04,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15406,89,69,465.16,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,3
15409,357,9,131.25,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15410,204,32,800.6,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15413,327,1,16.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
15416,114,33,544.73,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
15418,61,68,439.57,3,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15420,70,50,677.06,3,3,3,Need Attention,Use personalized outreach and surveys.,3
15421,21,256,2724.75,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15422,15,104,1218.82,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15423,217,8,139.74,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15424,99,16,214.44,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
15425,36,130,1591.72,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
15426,5,238,1107.05,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
15428,23,35,593.57,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
15430,103,33,812.95,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
15432,177,4,73.07,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
15434,10,79,1525.58,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
